"X3K_DNA_IRIS_UNIQUE_ID","Status_with_Pedigree.plus.knowledge","Region_of_Origin","K9_group_Admixture","Genetic_Stock_Accession","Country_Origin_updated","Culm.diameter...1st.internode","culm.strength","flag.leaf.angle","grain.length","grain.width","leaf.length","leaf.senescence","Grain.weight","Salt.injury.at.EC12","Time.to.flowering..from.sowing","panicle.threshability"
"IRIS_313_7688","I","SER-IRRI","XI-1B","IRGC 122091","Philippines",1,1,3,9.3,2.6,3,1,2.5,NA,4.54329478227,1
"IRIS_313_7689","I","SER-IRRI","XI-1B","IRGC 122092","Philippines",1,2,1,8.9,2.4,2,2,2.4,NA,4.46590811865458,2
"IRIS_313_7719",NA,"WAF","XI-adm","IRGC 122140","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7722",NA,"IOC","admix","IRGC 127001","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7725","T","IOC","XI-2","IRGC 124407","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7795","T","IOC","XI-2","IRGC 124427","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7797","I","SER","XI-adm","IRGC 122272","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7799",NA,"IOC","XI-2","IRGC 124428","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7808","I","WAF","XI-1B","IRGC 122285","Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7816","I","WAF","XI-1B","IRGC 122288","Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7850",NA,"IOC","GJ-trp","IRGC 121985","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7866","I","SAM","GJ-trp","IRGC 122018","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7876","T","SER","GJ-trp",NA,"Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7883","T","SER","GJ-trp","IRGC 122052","Indonesia",2,1,7,8.5,3.6,3,1,3,NA,4.63472898822964,1
"IRIS_313_7902","I","SER-IRRI","GJ-trp","IRGC 122101","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7909","I","SER-IRRI","GJ-trp","IRGC 122110","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7911","I","SER-IRRI","XI-1B","IRGC 122111","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7914","I","WAF","GJ-trp","IRGC 122115","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7924","I","SAM","GJ-trp","IRGC 122120","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7933","T","SAC","admix","IRGC 122128","Nepal",1,1,5,7.6,3.4,2,1,2.8,NA,4.21950770517611,2
"IRIS_313_7994","T","IOC","GJ-trp","IRGC 122277","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8010","I","SER-IRRI","GJ-trp","IRGC 122109","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8024",NA,"EUR","GJ-tmp","IRGC 122217","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8037",NA,"EUR","GJ-adm","IRGC 122037","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8064","I","SAM","GJ-trp","IRGC 121948","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8066",NA,"EUR","GJ-tmp","IRGC 122053","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8074","I","OCE","GJ-trp","IRGC 122067","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8085",NA,"EUR","GJ-tmp","IRGC 122016","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8115",NA,"EUR","GJ-adm","IRGC 122046","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8118",NA,"EUR","GJ-tmp","IRGC 122085","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8119",NA,"EUR","GJ-tmp","IRGC 122126","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8123",NA,"EUR","GJ-tmp","IRGC 122175","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8125",NA,"EUR","GJ-tmp","IRGC 122203","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8127",NA,"EUR","GJ-tmp","IRGC 122207","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8129",NA,"EUR","GJ-tmp","IRGC 122219","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8140",NA,"EAS","GJ-tmp","IRGC 122241","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8151","P","EUR","GJ-tmp","IRGC 122273","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8166",NA,"EUR","GJ-adm","IRGC 121995","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8167","I","EUR","GJ-adm","IRGC 122303","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8168",NA,"EUR","GJ-adm","IRGC 121968","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8172",NA,"SER","admix","IRGC 122048","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8173","I","NAM","GJ-trp","IRGC 121959","United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8177",NA,"EUR","GJ-adm","IRGC 121971","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8185",NA,"EUR","GJ-trp","IRGC 122061","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8204","I","NAM","GJ-tmp","IRGC 121817","United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8208",NA,"EUR","GJ-tmp","IRGC 122152","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8293",NA,"WAF","XI-3","IRGC 132432","Senegal",1,2,3,8.7,2.8,3,1,2.3,2,4.87519732320115,1
"IRIS_313_8305","T","SAC","XI-2","IRGC 126289","India",1,1,5,9.6,3.2,4,1,3.2,2,4.43081679884331,2
"IRIS_313_8312","T","SER","XI-3","IRGC 131932","Malaysia",2,1,NA,8,3.3,4,2,2.1,1,5.08759633523238,1
"IRIS_313_8321","P","SAE","cA (Aus)","IRGC 120894","Bangladesh",2,2,5,7.4,3.1,3,2,2.4,1,4.87519732320115,1
"IRIS_313_8323","I","NAM","GJ-trp",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8326",NA,"SAC","cB (Bas)","IRGC 117494","India",2,1,1,6.2,3.2,3,2,1.6,2,4.61512051684126,1
"IRIS_313_8332",NA,"SAC","XI-adm","IRGC 126298","India",1,2,7,9.9,2.8,4,1,2.1,2,4.64439089914137,2
"IRIS_313_8341",NA,"SEA","XI-adm","IRGC 121599","Viet Nam",2,2,1,8.8,2.6,3,2,1.6,1,4.85981240436167,1
"IRIS_313_8349","T","SAE","XI-2","IRGC 128535","Bangladesh",2,2,5,8.8,3.1,3,2,2.7,1,5.02388052084628,2
"IRIS_313_8356","T","SER","GJ-trp","IRGC 126188","Philippines",2,1,3,8.3,3.8,3,1,3.8,2,4.47733681447821,1
"IRIS_313_8381","T","SER","GJ-trp","IRGC 126308","Malaysia",2,1,5,8.4,3.9,3,1,3.3,2,4.67282883446191,2
"IRIS_313_8386",NA,"SAC","XI-adm","IRGC 126173","India",1,2,3,9,3,4,1,2.6,1,4.62497281328427,1
"IRIS_313_8391",NA,"WAF","XI-2",NA,"Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8407","T","SER","XI-3",NA,"Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8436","T","SER","GJ-trp","IRGC 126307","Indonesia",2,2,3,8.7,3.2,3,1,2.6,2,4.78749174278205,1
"IRIS_313_8453",NA,"SAC","XI-adm","IRGC 126043","India",2,1,5,8.5,2.6,4,2,2,2,4.54329478227,2
"IRIS_313_8454",NA,"EAR","XI-1A","IRGC 125618","Taiwan",2,1,1,8.1,3.1,3,2,2.3,1,4.46590811865458,1
"IRIS_313_8493","T","SER","XI-3","IRGC 128537","Indonesia",2,1,3,7.5,2.6,3,1,1.9,1,5.04985600724954,2
"IRIS_313_8530","T","SAC","XI-2","IRGC 126199","India",2,2,5,8.1,3.4,4,1,2.1,2,4.79579054559674,1
"IRIS_313_8557","T","SER","XI-3","IRGC 131956","Malaysia",1,2,7,8.5,2.8,3,1,2.1,1,4.88280192258637,1
"IRIS_313_8568","T","SAC","XI-2","IRGC 125619","India",1,1,5,8.2,3,3,1,2.1,1,4.43081679884331,2
"IRIS_313_8571","T","EAF","XI-3","IRGC 126204","Tanzania",2,1,3,10.8,3.2,4,2,3.3,2,4.74493212836325,2
"IRIS_313_8585",NA,"SAC","XI-adm","IRGC 127033","India",2,2,3,9.1,3.1,4,1,2.7,2,4.62497281328427,1
"IRIS_313_8586","T","SEA","XI-3","IRGC 126081","Thailand",NA,2,7,9.3,3.5,NA,2,3.6,2,4.80402104473326,1
"IRIS_313_8595",NA,"IOC","XI-2","IRGC 126240","Madagascar",2,1,3,10.3,2.9,4,2,3.1,2,4.56434819146784,NA
"IRIS_313_8606","P","SAC","XI-3","IRGC 131926","India",2,2,5,8.4,2.9,4,1,2.1,1,4.9416424226093,2
"IRIS_313_8627","I","NAM","GJ-trp","IRGC 126260","United States of America",2,1,5,9.6,3.1,3,1,3,2,4.40671924726425,1
"IRIS_313_8641","P","SAE","cA (Aus)","IRGC 120876","Bangladesh",1,1,1,9,2.6,3,1,1.9,2,4.27666611901606,2
"IRIS_313_8658","I","NAM","GJ-adm","IRGC 126195","United States of America",1,1,3,9,2.4,3,1,2.2,2,4.52178857704904,1
"IRIS_313_8659",NA,"SEA","XI-adm",NA,"Myanmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8660","T","IOC","XI-2","IRGC 125616","Sri Lanka",2,1,5,7.4,3.1,3,2,2.5,2,4.35670882668959,2
"IRIS_313_8665","I","NAM","GJ-tmp","IRGC 127058","United States of America",1,1,5,8.3,3.2,2,1,2.7,2,4.34380542185368,2
"IRIS_313_8681","T","WAF","XI-3",NA,"Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8687","T","WAF","GJ-trp","IRGC 126329","Guinea-Bissau",2,1,5,8.1,3.6,3,1,2.9,2,4.56434819146784,1
"IRIS_313_8690",NA,"SEA","GJ-adm","IRGC 117537","Viet Nam",1,1,1,7.9,3.7,3,1,2.6,1,4.62497281328427,1
"IRIS_313_8703","P","SAE","XI-2","IRGC 124432","Bangladesh",2,1,1,8.5,3.1,4,2,2.4,1,4.91265488573605,1
"IRIS_313_8725","T","SER","XI-3","IRGC 126262","Indonesia",1,2,5,7.8,2.5,4,1,1.7,2,4.76217393479776,2
"IRIS_313_8745",NA,"CAM","GJ-trp","IRGC 126087","Haiti",2,1,5,9.4,3.2,3,1,2.7,2,4.40671924726425,1
"IRIS_313_8751",NA,"SEA","XI-3","IRGC 126209","Myanmar",2,2,3,9.5,2.6,4,1,2.3,2,4.58496747867057,1
"IRIS_313_8755","I","EAR","GJ-tmp","IRGC 126120","Japan",1,1,5,7.4,3.5,3,1,2.6,2,4.23410650459726,1
"IRIS_313_8768","T","WAF","GJ-trp","IRGC 127060","Cote d'Ivoire",2,1,5,9.3,3.2,3,1,2.6,2,4.61512051684126,1
"IRIS_313_8803","I","NAM","GJ-trp","IRGC 126283","United States of America",2,1,1,9.6,2.4,4,1,1.9,2,4.54329478227,1
"IRIS_313_8864","T","SAE","cA (Aus)","IRGC 121069","Bangladesh",2,2,3,8.3,3.7,3,1,2.6,1,4.11087386417331,2
"IRIS_313_8883","T","SER","GJ-adm",NA,"Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8909","T","EAF","XI-3","IRGC 125740","Tanzania",2,1,5,9.8,2.7,4,2,2.4,1,4.92725368515721,2
"IRIS_313_8911","T","SEA","admix",NA,"Thailand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_8923","I","NAM","GJ-trp","IRGC 125693","United States of America",2,1,5,9.8,2.4,3,2,2.5,1,4.33073334028633,1
"IRIS_313_8924","T","SAC","XI-2","IRGC 125815","India",1,1,3,8,3.1,3,2,2.3,2,4.62497281328427,1
"IRIS_313_8925","T","IOC","XI-2","IRGC 125813","Sri Lanka",1,2,3,8.4,3.1,3,1,2.3,1,4.56434819146784,2
"IRIS_313_8930","T","SAE","XI-1B","IRGC 125844","Bangladesh",1,1,5,7.9,3,3,2,2.7,1,4.64439089914137,2
"IRIS_313_8935",NA,"SAC","XI-adm","IRGC 127034","India",2,1,3,8.4,2.3,3,2,1.7,2,4.58496747867057,2
"IRIS_313_8940",NA,"EAS","XI-1A","IRGC 125744","China",1,1,3,7.9,2.9,2,1,1.8,1,4.40671924726425,2
"IRIS_313_8948","T","SER","XI-3","IRGC 126974","Philippines",2,1,5,8.7,2.9,4,2,2.5,2,4.82028156560504,1
"IRIS_313_8967",NA,"SAC","XI-adm","IRGC 125645","India",2,2,5,9.6,2.8,4,1,2.3,2,4.62497281328427,2
"IRIS_313_8982",NA,"SAC","XI-adm","IRGC 125655","India",2,2,7,8.7,2.8,4,2,2.5,2,4.4188406077966,1
"IRIS_313_8985","T","SEA","XI-3","IRGC 126153","Thailand",2,2,3,8.2,2.9,3,2,2.6,1,4.89783979995091,2
"IRIS_313_8986","T","SAC","XI-adm","IRGC 125637","India",1,2,1,8.8,2.5,3,NA,2.3,2,4.40671924726425,2
"IRIS_313_8988","T","SAC","XI-2","IRGC 125672","India",2,2,3,8.7,3,3,2,2.8,1,4.57471097850338,2
"IRIS_313_9020","T","SEA","XI-3","IRGC 126983","Thailand",2,1,5,9.4,2.6,3,2,2.8,1,4.97673374242057,2
"IRIS_313_9023","P","SAC","XI-adm","IRGC 125715","India",1,1,1,9.2,2.9,2,1,2.5,1,4.55387689160054,1
"IRIS_313_9039","T","IOC","XI-2","IRGC 121441","Sri Lanka",2,1,3,5.7,3,4,2,1.7,1,4.7361984483945,2
"IRIS_313_9048","T","SAE","GJ-sbtrp","IRGC 125930","Bhutan",1,2,5,7,2.9,3,2,2.1,2,4.49980967033027,2
"IRIS_313_9066","P","SAE","XI-1B","IRGC 125659","Bangladesh",2,2,NA,9.4,2.9,3,1,2.5,2,4.35670882668959,2
"IRIS_313_9067","T","SAE","XI-2","IRGC 125681","Bangladesh",2,2,5,9.9,3.3,2,1,2.1,2,4.63472898822964,1
"IRIS_313_9112",NA,"SEA","XI-3","IRGC 125826","Thailand",2,1,3,9.8,2.7,4,2,2.4,1,4.87519732320115,1
"IRIS_313_9116",NA,"SEA","XI-3","IRGC 126138","Thailand",2,1,1,10,3,4,2,3,1,5.01727983681492,1
"IRIS_313_9117","T","SER","XI-3","IRGC 131931","Indonesia",2,1,5,8.3,2.7,4,2,2.2,1,5.0998664278242,2
"IRIS_313_9121","T","SEA","XI-2","IRGC 125802","Thailand",2,2,5,10,3.1,3,1,3,1,4.88280192258637,2
"IRIS_313_9131",NA,"SEA","XI-3","IRGC 135749","Viet Nam",2,2,5,9.3,2.9,3,2,2.5,NA,5.11198778835654,2
"IRIS_313_9148","P","SAE","XI-2","IRGC 125664","Bangladesh",2,2,3,7.8,3.2,4,1,2.4,1,4.70953020131233,2
"IRIS_313_9156","I","SAE","XI-2","IRGC 126200","Bangladesh",1,2,5,9.2,2.5,3,1,2.1,2,4.69134788222914,2
"IRIS_313_9160",NA,"WAF","XI-3","IRGC 125922","Senegal",2,2,5,8.8,2.6,4,2,1.9,2,4.88280192258637,1
"IRIS_313_9182",NA,"SEA","XI-adm","IRGC 125803","Myanmar",1,1,3,NA,NA,2,2,NA,1,4.71849887129509,2
"IRIS_313_9198",NA,"SEA","XI-3",NA,"Lao People's Democratic Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_9228","P","EAR","GJ-tmp","IRGC 125764","Japan",1,1,5,7.3,3.3,2,1,2.7,2,4.27666611901606,1
"IRIS_313_9262","T","SAE","XI-2","IRGC 125785","Bangladesh",1,2,3,8.9,2.9,3,1,2.2,1,4.63472898822964,1
"IRIS_313_9294",NA,"WAF","XI-2","IRGC 131929","Gambia",2,1,3,8.6,2.5,2,2,2.5,2,4.95582705760126,2
"IRIS_313_9320","T","SER","XI-3","IRGC 125901","Indonesia",2,2,3,8.9,3.3,4,1,2.8,2,4.55387689160054,1
"IRIS_313_9324","T","EAS","XI-1A","IRGC 125702","China",2,2,3,8.3,2.8,3,2,2.4,2,4.40671924726425,1
"IRIS_313_9372",NA,"EAS","XI-1A","IRGC 125937","China",2,1,1,7.8,3.2,2,2,2.4,2,4.49980967033027,1
"IRIS_313_9379","T","EAR","GJ-tmp","IRGC 125768","Korea, Republic of",1,1,5,6.7,3.4,2,1,2,2,4.38202663467388,1
"IRIS_313_9384","T","SAC","XI-2","IRGC 125674","India",1,1,3,8,2.1,3,1,1.3,1,4.43081679884331,2
"IRIS_313_9406","T","SEA","XI-3",NA,"Thailand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_9409","T","SER","XI-3","IRGC 131937","Malaysia",2,1,5,9.6,2.7,4,2,2.4,1,5.11198778835654,1
"IRIS_313_9422","T","SAE","cA (Aus)","IRGC 120915","Bangladesh",1,2,3,7.2,2.7,3,1,2,2,4.17438726989564,2
"IRIS_313_9427",NA,"SAC","XI-adm","IRGC 125654","India",1,1,1,8.9,2.6,3,2,2.5,2,4.52178857704904,1
"IRIS_313_9449","T","SAW","cA (Aus)","IRGC 120996","Pakistan",2,1,5,8.9,2.8,3,2,2.4,2,4.40671924726425,1
"IRIS_313_9464","I","SAM","admix","IRGC 125903","Surinam",1,1,1,11.8,2.8,3,1,3.4,1,4.40671924726425,1
"IRIS_313_9469","T","EAS","XI-1A","IRGC 125929","China",2,2,1,8.6,3.4,3,2,2.8,1,4.40671924726425,1
"IRIS_313_9470","T","SER","GJ-trp","IRGC 126310","Indonesia",2,1,5,7.9,2.9,3,2,2,2,4.75359019110636,2
"IRIS_313_9472",NA,"IOC","XI-adm","IRGC 125756","Sri Lanka",2,1,5,8.5,3.2,3,2,2.8,1,4.79579054559674,2
"IRIS_313_9523","I","EAR","GJ-adm","IRGC 117569","Japan",2,1,5,7.6,3.6,2,1,2.5,2,4.23410650459726,1
"IRIS_313_9570",NA,"EAS","XI-adm","IRGC 125859","China",1,1,3,9.5,3,2,2,2.9,1,4.45434729625351,1
"IRIS_313_9590","T","SER","XI-3","IRGC 125799","Indonesia",2,2,5,8.4,2.8,4,1,2,1,4.60517018598809,2
"IRIS_313_9594","T","SAE","XI-adm","IRGC 126131","Bangladesh",2,1,3,7.5,3,3,2,2.6,1,4.7361984483945,2
"IRIS_313_9602",NA,"SEA","XI-adm","IRGC 125765","Thailand",2,1,5,10.1,3,4,2,3,2,4.60517018598809,2
"IRIS_313_9605","T","SAC","XI-1A","IRGC 125852","India",NA,2,5,7.9,3,NA,2,2.2,1,4.43081679884331,1
"IRIS_313_9626","T","SAE","cA (Aus)","IRGC 121005","Bangladesh",1,2,5,8.9,3.1,3,1,2.4,1,4.34380542185368,2
"IRIS_313_9701","I","EAR","GJ-tmp","IRGC 125911","Taiwan",1,1,1,7.2,3.3,3,1,2.6,2,4.43081679884331,1
"IRIS_313_9790",NA,"SAM","GJ-tmp","IRGC 125781","Uruguay",2,1,5,8.3,3.3,2,1,2.8,1,4.24849524204936,1
"IRIS_313_9917","T","IOC","XI-1B","IRGC 125699","Sri Lanka",NA,2,1,7.8,2.8,NA,2,2,1,4.31748811353631,1
"IRIS_313_9922","I","EAR","XI-1B","IRGC 125778","Korea, Republic of",1,1,3,8,2.9,2,2,2.5,2,4.38202663467388,1
"IRIS_313_9935",NA,"SAM","XI-2","IRGC 126167","Guyana",1,2,5,8,2.5,3,2,1.9,1,4.86753445045558,1
"IRIS_313_9936",NA,"IOC","XI-2","IRGC 126143","Sri Lanka",2,2,5,7.6,2.5,3,2,1.7,1,4.94875989037817,2
"IRIS_313_9937",NA,"EUR","GJ-tmp","IRGC 125888","Italy",1,1,5,9.8,3.3,3,1,2.8,1,4.33073334028633,1
"IRIS_313_9944",NA,"OCE","XI-adm","IRGC 126312","Solomon Islands",1,1,3,8.8,3.2,3,2,2.5,2,4.59511985013459,1
"IRIS_313_9961",NA,"EUR","GJ-tmp","IRGC 125939","Norway",1,1,5,8.9,3.3,2,2,2.7,2,4.18965474202643,1
"IRIS_313_9963",NA,"IOC","cA (Aus)",NA,"Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_9966","P","SAM","XI-1B","IRGC 125713","Colombia",1,1,1,9.8,2.6,3,2,2.5,1,4.58496747867057,2
"IRIS_313_9968","T","IOC","XI-adm","IRGC 125810","Sri Lanka",1,2,1,8,3.4,3,2,3,1,4.72738781871234,2
"IRIS_313_9996","I","EAR","GJ-tmp","IRGC 126990","Korea, Republic of",1,1,5,7.1,2.9,1,1,2.6,2,4.21950770517611,1
